x;y
[37.0, 6.0, -24.0, 1.0, 1.0, 575.0, 1.0, 3.0, 0.0];1
[49.0, 1.0, -1.0, 0.0, 0.0, 124.0, 1.0, 0.0, 0.0];1
[23.0, 1.0, -5.0, 0.0, 0.0, 124.0, 1.0, 3.0, 1.0];0
[29.0, 2.0, -1.0, 0.0, 0.0, 907.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 8.0, 1.0, 0.0, 0.0];1
[21.0, 0.0, -1.0, 1.0, 1.0, 25.0, 1.0, 2.0, 0.0];1
[25.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 3.0, 0.0];0
[53.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 1.0];0
[33.0, 5.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 1.0];0
[33.0, 4.0, -1.0, 0.0, 0.0, 31.0, 1.0, 0.0, 1.0];0
[27.0, 1.0, -1.0, 1.0, 1.0, 42.0, 1.0, 0.0, 0.0];0
[23.0, 1.0, -1.0, 1.0, 1.0, 30.0, 1.0, 3.0, 0.0];1
[22.0, 1.0, -2.0, 1.0, 1.0, 18.0, 1.0, 2.0, 0.0];0
[35.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 1.0];0
[39.0, 0.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];0
[21.0, 0.0, 0.0, 0.0, 0.0, 24.0, 1.0, 3.0, 1.0];0
[23.0, 3.0, -1.0, 1.0, 1.0, 92.0, 1.0, 0.0, 0.0];1
[53.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 2.0, 1.0];0
[22.0, 1.0, -12.0, 0.0, 0.0, 286.0, 1.0, 2.0, 0.0];1
[40.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];0
[31.0, 3.0, -1.0, 1.0, 1.0, 43.0, 1.0, 2.0, 1.0];0
[30.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 1.0];1
[44.0, 0.0, -1.0, 0.0, 0.0, 49.0, 1.0, 0.0, 1.0];0
[30.0, 3.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 1.0];0
[47.0, 20.0, -1.0, 0.0, 0.0, 40.0, 1.0, 0.0, 0.0];1
[47.0, 1.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 1.0];1
[27.0, 4.0, -1.0, 1.0, 1.0, 76.0, 1.0, 3.0, 0.0];0
[21.0, 1.0, -1.0, 0.0, 0.0, 380.0, 1.0, 0.0, 1.0];1
[31.0, 6.0, 29.0, 1.0, 1.0, 20.0, 1.0, 0.0, 1.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 22.0, 1.0, 3.0, 0.0];0
[52.0, 6.0, 0.0, 1.0, 1.0, 41.0, 1.0, 0.0, 1.0];0
[54.0, 4.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];0
[22.0, 1.0, -1.0, 1.0, 1.0, 39.0, 1.0, 0.0, 0.0];1
[37.0, 2.0, -2.0, 0.0, 0.0, 24.0, 1.0, 2.0, 1.0];0
[37.0, 5.0, -1.0, 0.0, 0.0, 263.0, 1.0, 2.0, 0.0];0
[38.0, 1.0, -1.0, 1.0, 1.0, 19.0, 1.0, 2.0, 0.0];0
[22.0, 2.0, -1.0, 1.0, 1.0, 54.0, 0.0, 2.0, 1.0];1
[35.0, 23.0, -1.0, 1.0, 1.0, 50.0, 0.0, 0.0, 0.0];1
[54.0, 1.0, -2.0, 0.0, 0.0, 54.0, 1.0, 5.0, 0.0];0
[23.0, 1.0, -1.0, 0.0, 0.0, 31.0, 1.0, 2.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 17.0, 1.0, 3.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 692.0, 1.0, 5.0, 0.0];0
[37.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];1
[23.0, 6.0, -18.0, 0.0, 0.0, 427.0, 0.0, 0.0, 1.0];1
[48.0, 5.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];0
[25.0, 3.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[37.0, 4.0, 0.0, 0.0, 0.0, 2231.0, 1.0, 0.0, 0.0];0
[30.0, 1.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];1
[25.0, 5.0, -1.0, 1.0, 0.0, 240.0, 1.0, 2.0, 1.0];1
[24.0, 1.0, -1.0, 0.0, 0.0, 599.0, 1.0, 0.0, 1.0];1
[21.0, 2.0, -10.0, 1.0, 1.0, 24.0, 0.0, 0.0, 0.0];1
[28.0, 4.0, 0.0, 1.0, 1.0, 505.0, 1.0, 0.0, 0.0];1
[49.0, 0.0, -1.0, 1.0, 1.0, 104.0, 1.0, 0.0, 1.0];0
[33.0, 0.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];0
[41.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];0
[46.0, 0.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0];1
[24.0, 6.0, -1.0, 1.0, 1.0, 626.0, 0.0, 0.0, 0.0];1
[23.0, 2.0, -1.0, 1.0, 0.0, 46.0, 1.0, 5.0, 0.0];0
[37.0, 3.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];0
[33.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 3.0, 1.0];0
[31.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[51.0, 0.0, -1.0, 0.0, 0.0, 29.0, 1.0, 2.0, 1.0];0
[40.0, 4.0, -1.0, 1.0, 0.0, 51.0, 0.0, 2.0, 0.0];0
[36.0, 12.0, -26.0, 0.0, 0.0, 319.0, 1.0, 2.0, 0.0];0
[31.0, 2.0, -1.0, 0.0, 0.0, 41.0, 0.0, 2.0, 0.0];0
[25.0, 2.0, -1.0, 0.0, 0.0, 217.0, 1.0, 2.0, 0.0];1
[29.0, 4.0, -1.0, 1.0, 0.0, 1922.0, 1.0, 0.0, 0.0];1
[27.0, 11.0, -1.0, 1.0, 1.0, 5356.0, 1.0, 0.0, 0.0];1
[38.0, 1.0, -23.0, 0.0, 0.0, 43.0, 0.0, 2.0, 1.0];0
[27.0, 2.0, -1.0, 1.0, 1.0, 21.0, 1.0, 2.0, 0.0];1
[48.0, 2.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[58.0, 1.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];0
[44.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[31.0, 1.0, -1.0, 1.0, 1.0, 45.0, 0.0, 0.0, 1.0];0
[37.0, 10.0, -1.0, 1.0, 1.0, 18.0, 1.0, 0.0, 0.0];1
[67.0, 0.0, -1.0, 0.0, 0.0, 46.0, 0.0, 0.0, 0.0];0
[51.0, 1.0, -1.0, 0.0, 0.0, 3905.0, 1.0, 0.0, 0.0];0
[62.0, 2.0, -4.0, 0.0, 0.0, 78.0, 1.0, 2.0, 0.0];0
[21.0, 1.0, -1.0, 1.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[30.0, 2.0, -1.0, 0.0, 0.0, 141.0, 1.0, 0.0, 1.0];0
[21.0, 0.0, -1.0, 1.0, 1.0, 49.0, 0.0, 2.0, 1.0];1
[31.0, 2.0, 0.0, 1.0, 1.0, -4.0, 1.0, 0.0, 0.0];1
[31.0, 2.0, -16.0, 1.0, 1.0, 363.0, 1.0, 2.0, 1.0];0
[43.0, 1.0, -1.0, 0.0, 0.0, 29.0, 1.0, 2.0, 1.0];0
[25.0, 1.0, -24.0, 1.0, 1.0, 17.0, 1.0, 0.0, 0.0];0
[23.0, 0.0, 0.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];1
[77.0, 1.0, -1.0, 1.0, 1.0, 56.0, 1.0, 0.0, 1.0];0
[34.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 1.0];0
[43.0, 2.0, 0.0, 0.0, 0.0, -5.0, 1.0, 0.0, 0.0];1
[26.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 2.0, 0.0];0
[67.0, 1.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 0.0];0
[36.0, 14.0, -1.0, 1.0, 1.0, 50.0, 1.0, 0.0, 0.0];1
[53.0, 8.0, -1.0, 1.0, 1.0, 98.0, 1.0, 2.0, 1.0];0
[31.0, 8.0, -1.0, 1.0, 1.0, 91.0, 1.0, 0.0, 1.0];1
[43.0, 8.0, -1.0, 0.0, 0.0, 39.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, 0.0, 1.0, 1.0, 26.0, 1.0, 2.0, 1.0];0
[26.0, 2.0, -26.0, 0.0, 0.0, 51.0, 1.0, 0.0, 1.0];1
[30.0, 9.0, -1.0, 1.0, 1.0, 193.0, 1.0, 0.0, 0.0];1
[66.0, 0.0, -1.0, 0.0, 0.0, 32.0, 1.0, 5.0, 1.0];0
[30.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 5.0, 0.0];0
[45.0, 3.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];0
[33.0, 7.0, 0.0, 1.0, 1.0, 1888.0, 1.0, 0.0, 0.0];1
[22.0, 0.0, -1.0, 1.0, 1.0, 145.0, 1.0, 2.0, 0.0];0
[37.0, 1.0, 0.0, 0.0, 0.0, 46.0, 1.0, 3.0, 0.0];1
[23.0, 2.0, -1.0, 1.0, 1.0, 187.0, 1.0, 2.0, 0.0];1
[56.0, 1.0, -22.0, 0.0, 0.0, 70.0, 1.0, 0.0, 0.0];0
[30.0, 4.0, -10.0, 0.0, 0.0, 172.0, 1.0, 0.0, 0.0];0
[22.0, 0.0, -1.0, 1.0, 1.0, 313.0, 1.0, 0.0, 0.0];0
[55.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[45.0, 2.0, 0.0, 0.0, 0.0, 72.0, 1.0, 2.0, 1.0];0
[28.0, 1.0, -3.0, 0.0, 0.0, 79.0, 1.0, 2.0, 0.0];0
[29.0, 9.0, -1.0, 1.0, 1.0, 354.0, 0.0, 0.0, 0.0];1
[33.0, 3.0, -1.0, 1.0, 1.0, 172.0, 1.0, 0.0, 0.0];1
[27.0, 4.0, -1.0, 0.0, 0.0, 40.0, 1.0, 0.0, 1.0];1
[42.0, 0.0, 0.0, 1.0, 1.0, 817.0, 1.0, 0.0, 0.0];1
[30.0, 0.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0];0
[64.0, 13.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[30.0, 7.0, -1.0, 0.0, 0.0, 31.0, 1.0, 3.0, 0.0];1
[25.0, 6.0, -1.0, 1.0, 1.0, 104.0, 1.0, 0.0, 0.0];0
[20.0, 2.0, -1.0, 1.0, 1.0, 752.0, 1.0, 3.0, 0.0];1
[51.0, 0.0, 0.0, 0.0, 0.0, 2205.0, 1.0, 2.0, 1.0];0
[34.0, 0.0, -1.0, 1.0, 1.0, 56.0, 1.0, 0.0, 0.0];1
[45.0, 2.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[32.0, 2.0, -1.0, 1.0, 1.0, 125.0, 1.0, 2.0, 1.0];0
[42.0, 0.0, -1.0, 0.0, 0.0, 22.0, 1.0, 0.0, 0.0];1
[28.0, 3.0, -1.0, 1.0, 1.0, 23.0, 1.0, 2.0, 1.0];0
[23.0, 3.0, -1.0, 1.0, 1.0, 46.0, 1.0, 0.0, 0.0];1
[58.0, 0.0, -1.0, 0.0, 0.0, 16.0, 1.0, 3.0, 0.0];0
[34.0, 5.0, -1.0, 1.0, 1.0, 146.0, 1.0, 2.0, 1.0];0
[38.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 1.0];0
[42.0, 16.0, -1.0, 0.0, 0.0, 576.0, 0.0, 0.0, 0.0];1
[31.0, 9.0, -1.0, 1.0, 1.0, 16.0, 0.0, 0.0, 0.0];1
[24.0, 1.0, -1.0, 1.0, 1.0, 13.0, 1.0, 2.0, 0.0];1
[39.0, 3.0, -1.0, 0.0, 0.0, 19.0, 1.0, 2.0, 0.0];0
[27.0, 0.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[54.0, 6.0, -1.0, 1.0, 1.0, 334.0, 1.0, 0.0, 0.0];1
[33.0, 9.0, 0.0, 0.0, 0.0, 6.0, 1.0, 2.0, 0.0];0
[29.0, 5.0, 0.0, 1.0, 0.0, 29.0, 0.0, 0.0, 0.0];1
[30.0, 8.0, -1.0, 1.0, 1.0, 1085.0, 0.0, 0.0, 0.0];1
[40.0, 24.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 1.0];1
[27.0, 3.0, -1.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0];1
[56.0, 0.0, 0.0, 1.0, 1.0, -11.0, 1.0, 2.0, 1.0];0
[46.0, 9.0, 0.0, 0.0, 0.0, 100.0, 1.0, 2.0, 1.0];1
[32.0, 0.0, -1.0, 1.0, 1.0, 118.0, 1.0, 2.0, 0.0];1
[26.0, 1.0, -1.0, 0.0, 0.0, 28.0, 0.0, 0.0, 1.0];0
[24.0, 12.0, 0.0, 1.0, 1.0, 887.0, 1.0, 0.0, 1.0];1
[30.0, 2.0, -1.0, 1.0, 1.0, 143.0, 1.0, 3.0, 1.0];0
[26.0, 1.0, -1.0, 0.0, 0.0, 143.0, 1.0, 2.0, 0.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 93.0, 1.0, 0.0, 0.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 553.0, 1.0, 3.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 121.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 3.0, 1.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 5814.0, 1.0, 0.0, 0.0];1
[24.0, 7.0, -1.0, 1.0, 1.0, 69.0, 1.0, 0.0, 1.0];1
[38.0, 7.0, -1.0, 0.0, 0.0, 4747.0, 1.0, 0.0, 1.0];1
[37.0, 8.0, 0.0, 1.0, 1.0, 27.0, 1.0, 0.0, 1.0];0
[33.0, 7.0, -1.0, 1.0, 1.0, 628.0, 0.0, 0.0, 0.0];1
[32.0, 7.0, -1.0, 0.0, 0.0, 27.0, 1.0, 3.0, 0.0];1
[34.0, 21.0, -1.0, 1.0, 1.0, 139.0, 1.0, 0.0, 1.0];1
[20.0, 4.0, -1.0, 1.0, 1.0, 42.0, 1.0, 0.0, 0.0];1
[22.0, 1.0, -1.0, 0.0, 0.0, 429.0, 0.0, 2.0, 1.0];1
[33.0, 1.0, 0.0, 0.0, 0.0, 31.0, 1.0, 2.0, 1.0];0
[39.0, 10.0, -1.0, 1.0, 1.0, 17.0, 0.0, 3.0, 0.0];0
[50.0, 9.0, -1.0, 1.0, 1.0, 10199.0, 1.0, 2.0, 0.0];0
[41.0, 1.0, -1.0, 1.0, 1.0, 51.0, 1.0, 2.0, 1.0];0
[44.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[26.0, 27.0, -1.0, 1.0, 1.0, 241.0, 1.0, 0.0, 1.0];1
[37.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 1.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 30.0, 0.0, 5.0, 1.0];1
[50.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 0.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 17.0, 1.0, 2.0, 1.0];1
[22.0, 0.0, -1.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];1
[21.0, 1.0, -1.0, 0.0, 0.0, 192.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0];0
[23.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 0.0, 0.0];1
[23.0, 5.0, -1.0, 1.0, 1.0, 120.0, 1.0, 0.0, 0.0];1
[25.0, 1.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[44.0, 0.0, -2.0, 0.0, 0.0, 23.0, 0.0, 2.0, 1.0];0
[39.0, 1.0, -1.0, 1.0, 1.0, 240.0, 0.0, 2.0, 1.0];0
[23.0, 0.0, -1.0, 1.0, 1.0, 28.0, 0.0, 0.0, 0.0];1
[24.0, 2.0, -1.0, 1.0, 1.0, 459.0, 1.0, 0.0, 0.0];1
[33.0, 0.0, -1.0, 0.0, 0.0, 166.0, 1.0, 2.0, 0.0];0
[44.0, 0.0, -1.0, 0.0, 0.0, 125.0, 1.0, 5.0, 0.0];0
[24.0, 0.0, 0.0, 0.0, 0.0, -11.0, 1.0, 0.0, 0.0];0
[32.0, 0.0, -1.0, 1.0, 1.0, 19.0, 1.0, 2.0, 0.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 53.0, 1.0, 0.0, 0.0];1
[31.0, 0.0, 0.0, 0.0, 0.0, -3.0, 0.0, 0.0, 0.0];0
[54.0, 2.0, -29.0, 1.0, 1.0, 706.0, 1.0, 2.0, 0.0];0
[38.0, 0.0, 0.0, 0.0, 0.0, 3793.0, 1.0, 2.0, 0.0];0
[37.0, 1.0, -1.0, 0.0, 0.0, 121.0, 1.0, 5.0, 0.0];0
[21.0, 0.0, 0.0, 0.0, 0.0, 55.0, 1.0, 0.0, 0.0];0
[32.0, 3.0, 0.0, 1.0, 1.0, -6.0, 1.0, 2.0, 0.0];1
[23.0, 1.0, 0.0, 0.0, 0.0, 4273.0, 1.0, 0.0, 1.0];1
[22.0, 1.0, -1.0, 1.0, 1.0, 28.0, 1.0, 5.0, 0.0];0
[32.0, 2.0, -27.0, 1.0, 1.0, 14.0, 1.0, 2.0, 0.0];0
[37.0, 0.0, -1.0, 0.0, 0.0, 67.0, 1.0, 0.0, 1.0];0
[20.0, 2.0, 9.0, 1.0, 1.0, 4615.0, 1.0, 3.0, 0.0];1
[22.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 2.0, 1.0];1
[30.0, 0.0, -2.0, 0.0, 0.0, 15.0, 0.0, 0.0, 1.0];0
[41.0, 0.0, 0.0, 0.0, 0.0, 4250.0, 1.0, 0.0, 0.0];0
[34.0, 19.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];1
[38.0, 4.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 1.0];0
[41.0, 1.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];0
[52.0, 0.0, -1.0, 0.0, 0.0, 58.0, 0.0, 0.0, 0.0];0
[49.0, 3.0, -1.0, 0.0, 0.0, 14.0, 0.0, 2.0, 0.0];0
[23.0, 10.0, -1.0, 1.0, 0.0, 1687.0, 1.0, 2.0, 0.0];1
[43.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 2.0, 1.0];0
[42.0, 1.0, -12.0, 0.0, 0.0, 102.0, 1.0, 0.0, 0.0];0
[50.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0];0
[33.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 0.0, 0.0];0
[62.0, 0.0, 0.0, 0.0, 0.0, -3.0, 1.0, 3.0, 1.0];0
[47.0, 3.0, 0.0, 1.0, 1.0, 176.0, 1.0, 0.0, 1.0];1
[33.0, 18.0, 0.0, 1.0, 1.0, 28.0, 1.0, 0.0, 0.0];1
[37.0, 7.0, -1.0, 0.0, 0.0, 29.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, 0.0, 1.0, 1.0, 7.0, 1.0, 2.0, 1.0];0
[51.0, 0.0, 0.0, 1.0, 1.0, 27.0, 1.0, 3.0, 0.0];0
[26.0, 13.0, 0.0, 1.0, 1.0, -4.0, 1.0, 0.0, 0.0];1
[35.0, 8.0, 0.0, 1.0, 1.0, 1490.0, 1.0, 0.0, 1.0];1
[32.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0];0
[20.0, 0.0, -1.0, 1.0, 1.0, 287.0, 1.0, 0.0, 1.0];1
[37.0, 2.0, 0.0, 0.0, 0.0, 4073.0, 1.0, 0.0, 0.0];1
[20.0, 2.0, -1.0, 1.0, 1.0, 1251.0, 1.0, 1.0, 0.0];1
[22.0, 1.0, -1.0, 0.0, 0.0, 874.0, 1.0, 0.0, 0.0];1
[39.0, 3.0, 0.0, 0.0, 0.0, 6.0, 1.0, 2.0, 0.0];0
[26.0, 2.0, -1.0, 1.0, 1.0, 24.0, 1.0, 2.0, 0.0];1
[31.0, 19.0, -1.0, 1.0, 1.0, 19.0, 1.0, 0.0, 0.0];1
[29.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0];0
[28.0, 1.0, -1.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0];0
[25.0, 3.0, 0.0, 1.0, 1.0, 9.0, 1.0, 0.0, 1.0];1
[40.0, 8.0, -28.0, 1.0, 1.0, 164.0, 1.0, 2.0, 0.0];1
[25.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0];0
[41.0, 9.0, -1.0, 0.0, 0.0, 790.0, 1.0, 2.0, 1.0];1
[30.0, 8.0, -1.0, 1.0, 1.0, 30.0, 1.0, 0.0, 1.0];1
[31.0, 2.0, -1.0, 1.0, 1.0, 74.0, 1.0, 0.0, 0.0];1
[39.0, 1.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[56.0, 0.0, -1.0, 0.0, 0.0, 167.0, 1.0, 0.0, 0.0];0
[44.0, 19.0, -17.0, 1.0, 1.0, 418.0, 1.0, 0.0, 1.0];1
[29.0, 0.0, -1.0, 1.0, 1.0, 164.0, 1.0, 3.0, 0.0];1
[31.0, 0.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[31.0, 15.0, 0.0, 0.0, 0.0, 2497.0, 1.0, 0.0, 0.0];1
[29.0, 1.0, 7.0, 0.0, 0.0, 4311.0, 0.0, 0.0, 0.0];1
[48.0, 9.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];1
[21.0, 4.0, -1.0, 1.0, 1.0, 794.0, 1.0, 2.0, 1.0];1
[26.0, 10.0, 0.0, 1.0, 1.0, 21.0, 1.0, 2.0, 1.0];1
[27.0, 3.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, -1.0, 0.0, 0.0, 769.0, 1.0, 3.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 21.0, 0.0, 2.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 39.0, 1.0, 3.0, 0.0];1
[21.0, 3.0, 0.0, 1.0, 1.0, 431.0, 1.0, 0.0, 1.0];1
[27.0, 1.0, 0.0, 0.0, 0.0, 1070.0, 0.0, 0.0, 0.0];0
[22.0, 2.0, -1.0, 1.0, 1.0, 333.0, 1.0, 2.0, 1.0];1
[23.0, 6.0, -1.0, 1.0, 0.0, 21.0, 1.0, 0.0, 0.0];1
[26.0, 7.0, -1.0, 1.0, 1.0, 45.0, 1.0, 0.0, 0.0];1
[37.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 2.0, 1.0];0
[32.0, 3.0, -1.0, 0.0, 0.0, 21.0, 1.0, 0.0, 0.0];0
[30.0, 0.0, -1.0, 0.0, 0.0, 17.0, 1.0, 2.0, 0.0];0
[32.0, 9.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 0.0];1
[26.0, 5.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -1.0, 0.0, 0.0, 26.0, 0.0, 0.0, 1.0];0
[67.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 1.0];0
[27.0, 9.0, -1.0, 1.0, 1.0, 1251.0, 1.0, 0.0, 0.0];1
[29.0, 2.0, -1.0, 0.0, 0.0, 45.0, 1.0, 0.0, 0.0];1
[41.0, 0.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 0.0];0
[34.0, 17.0, -1.0, 1.0, 1.0, 959.0, 1.0, 3.0, 0.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 0.0, 0.0];0
[33.0, 4.0, -1.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];0
[20.0, 0.0, 0.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[41.0, 0.0, 0.0, 0.0, 0.0, 27.0, 0.0, 0.0, 1.0];0
[50.0, 1.0, -1.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0];0
[50.0, 3.0, -1.0, 0.0, 0.0, 285.0, 1.0, 2.0, 0.0];0
[51.0, 2.0, -1.0, 0.0, 0.0, 817.0, 1.0, 5.0, 0.0];0
[39.0, 19.0, -1.0, 1.0, 1.0, 4319.0, 1.0, 0.0, 0.0];1
[23.0, 3.0, 0.0, 0.0, 0.0, 24.0, 1.0, 0.0, 0.0];1
[37.0, 2.0, -1.0, 0.0, 0.0, 28.0, 1.0, 3.0, 1.0];0
[32.0, 0.0, -1.0, 0.0, 0.0, 593.0, 1.0, 0.0, 0.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 1.0];1
[30.0, 7.0, -1.0, 0.0, 0.0, 906.0, 1.0, 3.0, 1.0];0
[55.0, 0.0, -1.0, 0.0, 0.0, 25.0, 0.0, 2.0, 0.0];0
[51.0, 0.0, -1.0, 1.0, 1.0, 17.0, 0.0, 2.0, 1.0];0
[27.0, 10.0, -1.0, 1.0, 1.0, 30.0, 1.0, 0.0, 0.0];1
[26.0, 4.0, -2.0, 1.0, 1.0, 14.0, 0.0, 2.0, 0.0];0
[33.0, 0.0, -1.0, 0.0, 0.0, 26.0, 0.0, 0.0, 1.0];0
[37.0, 20.0, 0.0, 1.0, 1.0, 863.0, 1.0, 0.0, 0.0];1
[38.0, 4.0, -1.0, 1.0, 1.0, 47.0, 1.0, 2.0, 1.0];0
[22.0, 1.0, -1.0, 1.0, 1.0, 98.0, 1.0, 0.0, 1.0];1
[54.0, 8.0, 0.0, 1.0, 1.0, -2.0, 1.0, 0.0, 0.0];0
[53.0, 1.0, -1.0, 1.0, 0.0, 22.0, 1.0, 2.0, 1.0];1
[27.0, 0.0, -1.0, 0.0, 0.0, 1051.0, 1.0, 2.0, 0.0];0
[22.0, 2.0, -1.0, 1.0, 0.0, 27.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, 0.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];1
[57.0, 0.0, -1.0, 1.0, 1.0, 19.0, 1.0, 0.0, 0.0];0
[20.0, 0.0, -2.0, 1.0, 1.0, 20.0, 1.0, 3.0, 1.0];0
[34.0, 4.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 1.0];0
[27.0, 1.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];0
[38.0, 2.0, 0.0, 1.0, 1.0, 4627.0, 1.0, 0.0, 0.0];1
[22.0, 3.0, -1.0, 1.0, 0.0, 3073.0, 1.0, 0.0, 0.0];1
